,question,id,normalized_aliases,category,judgment,reasoning,model_short_answer,em,f1
44,Which is the most southerly of the Shipping Forecast areas?,dpql_5066,"['trafalger', 'trafalgar', 'tralfagar', 'trafalgar disambiguation', 'traflagar']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined geographical and meteorological system (the UK's Shipping Forecast) and asks for the southernmost area within it. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The Shipping Forecast is a standardized set of coastal regions, and the ""most southerly"" area is a clear, factual classification.",['FitzRoy'],0,0.0
45,A gerber was an alternative name for which traditional trade/craftsman?,sfq_23329,"['tanner disambiguation', 'tanner', 'tanner name']",fully specified,fully specified,"This question is fully specified because it refers to a historical term (""gerber"") and asks for the traditional trade or craftsman it denotes. The referent is unambiguous, and the question is factually grounded in historical terminology without requiring subjective interpretation or missing components.",['Woodcarver'],0,0.0
46,"What famous road began in Chicago, Illinois, ending at Santa Monica, California?",bb_5774,"['route 66', 'route 66 public transport', 'route 66 disambiguation']",fully specified,fully specified,"This question is fully specified because it clearly refers to a well-known historical and geographical route — Route 66 — which begins in Chicago, Illinois, and ends in Santa Monica, California. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['- Route 66'],1,1.0
47,Moroni is the capital of which Indian Ocean island group?,sfq_14566,"['الإتّحاد القمريّ', 'komoren', 'federal islamic republic of comores', 'comoro isles', 'indian comoro', 'islamic republic of comoros', 'comoros', 'juzur al qumur', 'state of comoros', 'republic of comoros', 'culture of comoros', 'federal islamic republic of comoros', 'comores', 'جزر القمر', 'archipel des comores', 'federal and islamic republic of comoros', 'iso 3166 1 km', 'comoros republic', 'union des comores', 'union of comoros', 'islamic federal republic of comoros', 'udzima wa komori', 'al ittiḥād al qumuriyy']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined geographical fact: the capital city of the Comoros archipelago (an Indian Ocean island group) is Moroni. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Comoros'],1,1.0
48,Which English town/city did the Romans call Dubris?,dpql_2596,"['weather in dover', 'dover town england', 'dover', 'docks of dover', 'dover england', 'dover kent', 'charlton by dover', 'dover rfc']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact: the Roman name for the English city of York. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Dover'],1,1.0
49,"Maine Coon, Munchkin, Oriental Shorthair, Persian, Ragamuffin, Russian Blue, Siamese, Siberian, Snowshoe, Sphynx, Tonkinese and Manx are all breeds of what?",qw_8348,"['cat', 'feline asocial aggression', 'tom cat', 'moggy', 'felis cattus domesticus', 'domestic cat', 'midnight crazies', 'felis catus domesticus', 'felis catus', 'f catus', 'pet cat', 'feline sexual behavior', 'evening crazies', 'felis silvestris catus', 'asocial aggression', 'felis silverstris catus', 'felis domesticus catus', 'domestic cats', 'cats', 'goyangi', 'housecat', 'common housecat', 'cat poison', 'felis sylvestris catus', 'goyang i', 'moggie', 'felix domesticus', '🐱', 'cat baths', 'domestic housecats', 'domestic feline', 'cat animal', 'domesticated cat', 'house cat', 'moggies', 'house cats', 'felis familiaris', '🐈', '😻', 'felis silvestris domesticus', 'cats have 9 lives', 'felis cattus', 'f domesticus', 'alley cat', 'housecats', 'felis domesticus']",fully specified,fully specified,"This question is fully specified because it lists a set of well-known cat breeds and asks for their common category. All the listed breeds are recognized domestic cat breeds, and the request is factually grounded without ambiguity. There are no missing components, no referential uncertainty, and no subjective criteria involved.",['Cats'],1,1.0
50,"In October 2003, which cricketer, playing in a Test series against Zimbabwe, scored a record 380 not out?",qw_13550,"['matty hayden', 'matthew hayden', 'ml hayden', 'mathew hayden', 'haydos', 'matt hayden']",fully specified,fully specified,"This question is fully specified because it provides a clear, unambiguous reference to a specific historical event: a Test series between Zimbabwe and a specific cricketer in October 2003, with a record score of 380 not out. The date, opponent, and score are all precisely defined, leaving no room for ambiguity or missing components. The referent is unambiguous, and the request is factually grounded.",['Matthew Hayden'],1,1.0
51,Which of the Queen's horses won the 2013 Ascot Gold Cup?,sfq_19424,"['estimating', 'estimated', 'estimate', 'overestimate', 'calculated guess', 'estimation']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event (the 2013 Ascot Gold Cup) and asks for the identity of the winning horse associated with the Queen’s stable or patronage. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The Ascot Gold Cup is a well-documented race, and the winner in 2013 was a horse associated with the Royal Ascot, which is under the Queen’s patronage.",['Estimate'],1,1.0
52,Which 1987 US film was based on the 1985 French film ‘Trois hommes et un couffin’?,dpql_5817,"['jack holden three men and baby', '3 men and baby', 'peter mitchell three men and baby', 'three men and baby']",fully specified,fully specified,"This question is fully specified because it clearly refers to a specific 1985 French film (""Trois hommes et un couffin"") and asks for the 1987 U.S. film adaptation, which is a well-documented cultural reference. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Three Men and a Baby'],1,1.0
53,"""What is the first line of """"Walk on the Wild Side"""" by Lou Reed, released as a single in 1972?""",qw_13630,['holly came from miami f l'],fully specified,fully specified,"This question is fully specified because it clearly refers to a specific song (""Walk on the Wild Side"") by a well-known artist (Lou Reed), along with its release year (1972). The request is factual, unambiguous, and does not require subjective interpretation or additional context. The first line of the song is a well-documented fact.","['Holly came from Miami, F.L.A.']",0,0.7272727273
54,What colour is the liqueur Galliano?,qb_10149,"['rgb 255 255 0', 'yellow colour', 'royal yellow', 'dark yellow', '255 255 0', 'yellower', 'yellow color', 'yelow', 'whiteyellow', 'yellowishness', 'white yellow', 'yellow white', 'yellowy', 'symbolism of yellow', 'yellowishly', 'yellow', 'yellowest', 'yellowwhite']",fully specified,fully specified,"This question is fully specified because it refers to a well-known liqueur (Galliano) and asks for a factual, objective attribute (color). The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Yellow'],1,1.0
55,The word Tet in the Tet Offensive (N Vietnam/Viet Cong against S Vietnam/US forces on 30 Jan 1968) referred to the national?,bb_3998,"['new year', 'new year festival', 'new year s', 'turn of year', 'new years', 'annunciation style', 'annunciation style dating']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event (the Tet Offensive of 1968) and asks for the specific reference of the term ""Tet"" in the context of the conflict. The term ""Tet"" in this context unambiguously refers to the Vietnamese Lunar New Year, a cultural and religious holiday, which was strategically exploited by the North Vietnamese and Viet Cong during the offensive. The referent is clear, the scope is factual, and no missing components or subjective criteria are involved.",['New Year holiday'],0,0.8
